"collection_schema","uid","name","desc","date","colors","emoji"
"collection","12","Linux Commands","","1786479228","0",
"packs_schema","uid","name","desc","date","colors","collection","emoji"
"packs","70","General CLI","","1786479228","0","12",
"cards","8736","What special permission sets the effective group ID to the file group upon execution (SGID)?",".","70","0","1786479228","**What special permission sets the effective group ID to the file group upon execution (SGID)?** answer: 2000 (or g+s)","0"
"cards","8737","What special permission restricts file deletion in shared directories to the file owner or root (Sticky Bit)?",".","70","0","1786479228","**What special permission restricts file deletion in shared directories to the file owner or root (Sticky Bit)?** answer: 1000 (or +t)","0"
"cards","8738","What command displays the current user's default permission mask for new files and directories?",".","70","0","1786479228","**What command displays the current user's default permission mask for new files and directories?** answer: umask","0"
"cards","8739","What octal umask value results in new files having default permissions of 644 and directories 755?",".","70","0","1786479228","**What octal umask value results in new files having default permissions of 644 and directories 755?** answer: 022","0"
"cards","8740","What command manages Access Control Lists (ACLs) to provide fine-grained file permissions?",".","70","0","1786479228","**What command manages Access Control Lists (ACLs) to provide fine-grained file permissions?** answer: setfacl","0"
"cards","8741","What command displays current Access Control Lists (ACLs) assigned to a file or directory?",".","70","0","1786479228","**What command displays current Access Control Lists (ACLs) assigned to a file or directory?** answer: getfacl","0"
"cards","8742","What command changes file attributes such as immutable or append-only on ext filesystems?",".","70","0","1786479228","**What command changes file attributes such as immutable or append-only on ext filesystems?** answer: chattr","0"
"cards","8743","What command displays file attributes set by chattr on ext filesystems?",".","70","0","1786479228","**What command displays file attributes set by chattr on ext filesystems?** answer: lsattr","0"
"cards","8744","What chattr attribute makes a file completely immutable, preventing modification, deletion, or renaming?",".","70","0","1786479228","**What chattr attribute makes a file completely immutable, preventing modification, deletion, or renaming?** answer: +i","0"
"cards","8745","What chattr attribute allows data to be added to a file only in append mode?",".","70","0","1786479228","**What chattr attribute allows data to be added to a file only in append mode?** answer: +a","0"
"cards","8746","What command displays symbolic links and target pathways for files?",".","70","0","1786479228","**What command displays symbolic links and target pathways for files?** answer: readlink","0"
"cards","8747","What command creates a hard link to an existing file?",".","70","0","1786479228","**What command creates a hard link to an existing file?** answer: ln","0"
"cards","8748","What command creates a symbolic (soft) link to a file or directory?",".","70","0","1786479228","**What command creates a symbolic (soft) link to a file or directory?** answer: ln -s","0"
"cards","8749","What command locates files or directories with specific permission bits set?",".","70","0","1786479228","**What command locates files or directories with specific permission bits set?** answer: find / -perm 644","0"
"cards","8750","What command searches for files owned by a specific user name or UID?",".","70","0","1786479228","**What command searches for files owned by a specific user name or UID?** answer: find /home -user username","0"
"cards","8751","What command searches for files larger than a specified size limit?",".","70","0","1786479228","**What command searches for files larger than a specified size limit?** answer: find /var -size +50M","0"
"cards","8752","What command executes a command on each file found by the find utility?",".","70","0","1786479228","**What command executes a command on each file found by the find utility?** answer: find . -name "*.log" -exec rm {} \;","0"
"cards","8753","What command updates the access and modification timestamps of a file to the current time?",".","70","0","1786479228","**What command updates the access and modification timestamps of a file to the current time?** answer: touch","0"
"cards","8754","What command displays or changes file modification, access, and change timestamps?",".","70","0","1786479228","**What command displays or changes file modification, access, and change timestamps?** answer: stat","0"
"cards","8755","What command creates a directory or nested directory structure recursively?",".","70","0","1786479228","**What command creates a directory or nested directory structure recursively?** answer: mkdir -p","0"
"cards","8756","What command removes empty directories from the file system?",".","70","0","1786479228","**What command removes empty directories from the file system?** answer: rmdir","0"
"cards","8757","What command removes files or directories recursively and forcefully?",".","70","0","1786479228","**What command removes files or directories recursively and forcefully?** answer: rm -rf","0"
"cards","8758","What command displays the online manual page (man page) for a command?",".","70","0","1786479228","**What command displays the online manual page (man page) for a command?** answer: man","0"
"cards","8759","What command searches through manual page descriptions for keywords?",".","70","0","1786479228","**What command searches through manual page descriptions for keywords?** answer: man -k","0"
"cards","8760","What command updates the database used by the man search utility (apropos)?",".","70","0","1786479228","**What command updates the database used by the man search utility (apropos)?** answer: mandb","0"
"cards","8761","What command displays short summary descriptions and usage for a command from its apropos database?",".","70","0","1786479228","**What command displays short summary descriptions and usage for a command from its apropos database?** answer: whatis","0"
"cards","8762","What command displays help documentation specifically formatted for GNU core utilities and programs?",".","70","0","1786479228","**What command displays help documentation specifically formatted for GNU core utilities and programs?** answer: info","0"
"cards","8763","What configuration file sets global behavior, search paths, and formatting options for man pages?",".","70","0","1786479228","**What configuration file sets global behavior, search paths, and formatting options for man pages?** answer: /etc/manpath.config","0"
"cards","8764","What environment variable defines the search path directories for manual pages?",".","70","0","1786479228","**What environment variable defines the search path directories for manual pages?** answer: MANPATH","0"
"cards","8765","What command begins a shell script execution with a specific shell interpreter specified in the shebang?",".","70","0","1786479228","**What command begins a shell script execution with a specific shell interpreter specified in the shebang?** answer: #!/bin/bash","0"
"cards","8766","What special character sequence at the very beginning of a script specifies the interpreter (shebang)?",".","70","0","1786479228","**What special character sequence at the very beginning of a script specifies the interpreter (shebang)?** answer: #!","0"
"cards","8767","What command makes a shell script file executable for the user or system?",".","70","0","1786479228","**What command makes a shell script file executable for the user or system?** answer: chmod +x","0"
"cards","8768","What command executes a shell script by invoking the bash interpreter explicitly?",".","70","0","1786479228","**What command executes a shell script by invoking the bash interpreter explicitly?** answer: bash script.sh","0"
"cards","8769","What command evaluates mathematical arithmetic expressions inside a shell script using double parentheses?",".","70","0","1786479228","**What command evaluates mathematical arithmetic expressions inside a shell script using double parentheses?** answer: $(( ))","0"
"cards","8770","What command tests conditions (file existence, string matching, numeric comparisons) in scripts?",".","70","0","1786479228","**What command tests conditions (file existence, string matching, numeric comparisons) in scripts?** answer: test","0"
"cards","8771","What shorthand bracket notation is equivalent to the test command in shell scripts?",".","70","0","1786479228","**What shorthand bracket notation is equivalent to the test command in shell scripts?** answer: [ ... ]","0"
"cards","8772","What advanced conditional bracket construct supports regex matching and eliminates standard shell word splitting bugs?",".","70","0","1786479228","**What advanced conditional bracket construct supports regex matching and eliminates standard shell word splitting bugs?** answer: [[ ... ]]","0"
"cards","8773","What control statement executes a block of commands repeatedly while a condition remains true?",".","70","0","1786479228","**What control statement executes a block of commands repeatedly while a condition remains true?** answer: while","0"
"cards","8774","What control statement executes commands iteratively across a specified list of items?",".","70","0","1786479228","**What control statement executes commands iteratively across a specified list of items?** answer: for","0"
"cards","8775","What control statement branches execution based on matching conditional expressions?",".","70","0","1786479228","**What control statement branches execution based on matching conditional expressions?** answer: if / else","0"
"cards","8776","What control statement provides multi-way branching based on the value of a variable or expression?",".","70","0","1786479228","**What control statement provides multi-way branching based on the value of a variable or expression?** answer: case","0"
"cards","8777","What command reads input from standard input and assigns it to a shell variable?",".","70","0","1786479228","**What command reads input from standard input and assigns it to a shell variable?** answer: read","0"
"cards","8778","What variable holds the total number of positional parameters passed to a shell script?",".","70","0","1786479228","**What variable holds the total number of positional parameters passed to a shell script?** answer: $#","0"
"cards","8779","What variable holds the exit status code of the previously executed command?",".","70","0","1786479228","**What variable holds the exit status code of the previously executed command?** answer: $?","0"
"cards","8780","What variable holds the name of the script itself as executed?",".","70","0","1786479228","**What variable holds the name of the script itself as executed?** answer: $0","0"
"cards","8781","What variable holds the value of the first positional argument passed to a script?",".","70","0","1786479228","**What variable holds the value of the first positional argument passed to a script?** answer: $1","0"
"cards","8782","What variable holds all positional parameters as a single string separated by spaces?",".","70","0","1786479228","**What variable holds all positional parameters as a single string separated by spaces?** answer: $*","0"
"cards","8783","What command exits a shell script immediately, returning a custom integer exit status code?",".","70","0","1786479228","**What command exits a shell script immediately, returning a custom integer exit status code?** answer: exit","0"
"cards","8784","What command defines a reusable block of code or function inside a shell script?",".","70","0","1786479228","**What command defines a reusable block of code or function inside a shell script?** answer: function_name() { ... }","0"
"cards","8785","What command forces the shell script to print each command and its arguments to standard output before running (debugging)?",".","70","0","1786479228","**What command forces the shell script to print each command and its arguments to standard output before running (debugging)?** answer: set -x","0"
"cards","8786","What command disables shell command tracing mode during debugging?",".","70","0","1786479228","**What command disables shell command tracing mode during debugging?** answer: set +x","0"
"cards","8787","What network configuration file historically defines static IP addresses, gateways, and netmasks in Debian?",".","70","0","1786479228","**What network configuration file historically defines static IP addresses, gateways, and netmasks in Debian?** answer: /etc/network/interfaces","0"
"cards","8788","What modern systemd service manages network configurations, interfaces, and connections in Debian Trixie?",".","70","0","1786479228","**What modern systemd service manages network configurations, interfaces, and connections in Debian Trixie?** answer: NetworkManager","0"
"cards","8789","What command-line tool manages NetworkManager connections and network devices?",".","70","0","1786479228","**What command-line tool manages NetworkManager connections and network devices?** answer: nmcli","0"
"cards","8790","What text-user-interface (TUI) tool configures NetworkManager connections interactively?",".","70","0","1786479228","**What text-user-interface (TUI) tool configures NetworkManager connections interactively?** answer: nmtui","0"
"cards","8791","What command displays current network interface configurations, IP addresses, and routing tables?",".","70","0","1786479228","**What command displays current network interface configurations, IP addresses, and routing tables?** answer: ip addr","0"
"cards","8792","What command modifies IP addresses and state of network interfaces directly?",".","70","0","1786479228","**What command modifies IP addresses and state of network interfaces directly?** answer: ip link","0"
"cards","8793","What command displays or manipulates the system IP routing table?",".","70","0","1786479228","**What command displays or manipulates the system IP routing table?** answer: ip route","0"
"cards","8794","What legacy command lists network interface configurations and hardware addresses (deprecated in favor of ip)?",".","70","0","1786479228","**What legacy command lists network interface configurations and hardware addresses (deprecated in favor of ip)?** answer: ifconfig","0"
"cards","8795","What legacy command displays active network routing tables (deprecated in favor of ip route)?",".","70","0","1786479228","**What legacy command displays active network routing tables (deprecated in favor of ip route)?** answer: route","0"
"cards","8796","What legacy command displays active socket connections and routing tables (deprecated in favor of ss)?",".","70","0","1786479228","**What legacy command displays active socket connections and routing tables (deprecated in favor of ss)?** answer: netstat","0"
"cards","8797","What modern command displays socket statistics, open ports, and network connections?",".","70","0","1786479228","**What modern command displays socket statistics, open ports, and network connections?** answer: ss","0"
"cards","8798","What command tests network connectivity to a remote host using ICMP echo requests?",".","70","0","1786479228","**What command tests network connectivity to a remote host using ICMP echo requests?** answer: ping","0"
"cards","8799","What command traces the network route packets take to reach a destination host?",".","70","0","1786479228","**What command traces the network route packets take to reach a destination host?** answer: traceroute","0"
"cards","8800","What command queries DNS name servers to resolve domain names into IP addresses?",".","70","0","1786479228","**What command queries DNS name servers to resolve domain names into IP addresses?** answer: dig","0"
"cards","8801","What utility performs DNS lookups using the operating system's resolver library?",".","70","0","1786479228","**What utility performs DNS lookups using the operating system's resolver library?** answer: nslookup","0"
"cards","8802","What command prints or modifies network interface parameters like speed and duplex?",".","70","0","1786479228","**What command prints or modifies network interface parameters like speed and duplex?** answer: ethtool","0"
"cards","8803","What configuration file lists static hostname-to-IP address mappings for local resolution?",".","70","0","1786479228","**What configuration file lists static hostname-to-IP address mappings for local resolution?** answer: /etc/hosts","0"
"cards","8804","What configuration file specifies upstream DNS nameservers used by the system resolver?",".","70","0","1786479228","**What configuration file specifies upstream DNS nameservers used by the system resolver?** answer: /etc/resolv.conf","0"
"cards","8805","What service manager handles local hostname resolution and caching in modern Debian?",".","70","0","1786479228","**What service manager handles local hostname resolution and caching in modern Debian?** answer: systemd-resolved","0"
"cards","8806","What command displays or changes the system's network hostname?",".","70","0","1786479228","**What command displays or changes the system's network hostname?** answer: hostnamectl","0"
"cards","8807","What file stores the static system hostname value in Debian?",".","70","0","1786479228","**What file stores the static system hostname value in Debian?** answer: /etc/hostname","0"
"cards","8808","What command captures and inspects network packet traffic flowing through an interface?",".","70","0","1786479228","**What command captures and inspects network packet traffic flowing through an interface?** answer: tcpdump","0"
"cards","8809","What file contains network port name mappings to service protocols (e.g., http -> 80)?",".","70","0","1786479228","**What file contains network port name mappings to service protocols (e.g., http -> 80)?** answer: /etc/services","0"
"cards","8810","What command lists open network ports and the corresponding listening processes?",".","70","0","1786479228","**What command lists open network ports and the corresponding listening processes?** answer: ss -tulpn","0"
"cards","8811","What command checks if a specific TCP port on a remote host is reachable?",".","70","0","1786479228","**What command checks if a specific TCP port on a remote host is reachable?** answer: nc (netcat)","0"
"cards","8812","What protocol securely logs into remote Linux systems over an encrypted network channel?",".","70","0","1786479228","**What protocol securely logs into remote Linux systems over an encrypted network channel?** answer: SSH","0"
"cards","8813","What configuration file controls server-side daemon settings for the SSH service?",".","70","0","1786479228","**What configuration file controls server-side daemon settings for the SSH service?** answer: /etc/ssh/sshd_config","0"
"cards","8814","What command generates SSH public and private cryptographic key pairs?",".","70","0","1786479228","**What command generates SSH public and private cryptographic key pairs?** answer: ssh-keygen","0"
"cards","8815","What command copies an SSH public key to a remote server for passwordless login?",".","70","0","1786479228","**What command copies an SSH public key to a remote server for passwordless login?** answer: ssh-copy-id","0"
"cards","8816","What directory inside a user's home path stores authorized SSH public keys?",".","70","0","1786479228","**What directory inside a user's home path stores authorized SSH public keys?** answer: ~/.ssh/authorized_keys","0"
"cards","8817","What command synchronizes files and directories locally or remotely via secure shell?",".","70","0","1786479228","**What command synchronizes files and directories locally or remotely via secure shell?** answer: rsync","0"
"cards","8818","What command creates a new user account on a Debian system?",".","70","0","1786479228","**What command creates a new user account on a Debian system?** answer: useradd","0"
"cards","8819","What low-level tool manages individual .rpm package files on Red Hat-based systems?",".","70","0","1786479228","**What low-level tool manages individual .rpm package files on Red Hat-based systems?** answer: rpm","0"
"cards","8820","What command installs an RPM package file while showing hash marks for progress?",".","70","0","1786479228","**What command installs an RPM package file while showing hash marks for progress?** answer: rpm -ivh","0"
"cards","8821","What command upgrades an installed RPM package or installs it if missing?",".","70","0","1786479228","**What command upgrades an installed RPM package or installs it if missing?** answer: rpm -Uvh","0"
"cards","8822","What command uninstalls or removes an installed RPM package by name?",".","70","0","1786479228","**What command uninstalls or removes an installed RPM package by name?** answer: rpm -e","0"
"cards","8823","What command queries whether a specific package is installed in the RPM database?",".","70","0","1786479228","**What command queries whether a specific package is installed in the RPM database?** answer: rpm -q","0"
"cards","8824","What command lists all files installed by a specific RPM package?",".","70","0","1786479228","**What command lists all files installed by a specific RPM package?** answer: rpm -ql","0"
"cards","8825","What command queries which package owns a specific file path on the system?",".","70","0","1786479228","**What command queries which package owns a specific file path on the system?** answer: rpm -qf","0"
"cards","8826","What command verifies the cryptographic integrity and file checksums of an installed RPM package?",".","70","0","1786479228","**What command verifies the cryptographic integrity and file checksums of an installed RPM package?** answer: rpm -V","0"
"cards","8827","What command rebuilds a corrupted RPM database index?",".","70","0","1786479228","**What command rebuilds a corrupted RPM database index?** answer: rpm --rebuilddb","0"
"cards","8828","What interactive high-level package manager resolves dependencies for RPM systems?",".","70","0","1786479228","**What interactive high-level package manager resolves dependencies for RPM systems?** answer: yum","0"
"cards","8829","What command installs a package and its dependencies using yum?",".","70","0","1786479228","**What command installs a package and its dependencies using yum?** answer: yum install","0"
"cards","8830","What command updates all packages on a yum-managed system?",".","70","0","1786479228","**What command updates all packages on a yum-managed system?** answer: yum update","0"
"cards","8831","What command removes a package and its unused dependencies using yum?",".","70","0","1786479228","**What command removes a package and its unused dependencies using yum?** answer: yum remove","0"
"cards","8832","What command searches for a package name or description using yum?",".","70","0","1786479228","**What command searches for a package name or description using yum?** answer: yum search","0"
"cards","8833","What modern successor to yum serves as the default high-level package manager for modern RPM distributions?",".","70","0","1786479228","**What modern successor to yum serves as the default high-level package manager for modern RPM distributions?** answer: dnf","0"
"cards","8834","What command installs a package using dnf?",".","70","0","1786479228","**What command installs a package using dnf?** answer: dnf install","0"
"cards","8835","What command updates all system packages using dnf?",".","70","0","1786479228","**What command updates all system packages using dnf?** answer: dnf upgrade","0"
"cards","8836","What package management tool is primarily used on openSUSE and SUSE Linux Enterprise distributions?",".","70","0","1786479228","**What package management tool is primarily used on openSUSE and SUSE Linux Enterprise distributions?** answer: zypper","0"
"cards","8837","What command installs a package using zypper?",".","70","0","1786479228","**What command installs a package using zypper?** answer: zypper install","0"
"cards","8838","What command refreshes software repositories using zypper?",".","70","0","1786479228","**What command refreshes software repositories using zypper?** answer: zypper refresh","0"
"cards","8839","What command updates all installed packages using zypper?",".","70","0","1786479228","**What command updates all installed packages using zypper?** answer: zypper update","0"
"cards","8840","What virtualization type runs guest operating systems on top of a hypervisor directly on hardware?",".","70","0","1786479228","**What virtualization type runs guest operating systems on top of a hypervisor directly on hardware?** answer: Type 1 (Bare-Metal) Virtualization","0"
"cards","8841","What virtualization type runs guest operating systems on top of a host operating system?",".","70","0","1786479228","**What virtualization type runs guest operating systems on top of a host operating system?** answer: Type 2 (Hosted) Virtualization","0"
"cards","8842","What lightweight virtualization technology shares the host kernel using cgroups and namespaces?",".","70","0","1786479228","**What lightweight virtualization technology shares the host kernel using cgroups and namespaces?** answer: Containers (such as Docker or Podman)","0"
"cards","8843","What command manages virtual machines and hypervisors via the libvirt API?",".","70","0","1786479228","**What command manages virtual machines and hypervisors via the libvirt API?** answer: virsh","0"
"cards","8844","What command lists all active and inactive virtual machines via libvirt?",".","70","0","1786479228","**What command lists all active and inactive virtual machines via libvirt?** answer: virsh list --all","0"
"cards","8845","What command starts a stopped virtual machine using virsh?",".","70","0","1786479228","**What command starts a stopped virtual machine using virsh?** answer: virsh start","0"
"cards","8846","What command gracefully shuts down a virtual machine via ACPI signals?",".","70","0","1786479228","**What command gracefully shuts down a virtual machine via ACPI signals?** answer: virsh shutdown","0"
"cards","8847","What command forces an immediate power off of a virtual machine?",".","70","0","1786479228","**What command forces an immediate power off of a virtual machine?** answer: virsh destroy","0"
"cards","8848","What command displays CPU architecture details and hardware specifications in Linux?",".","70","0","1786479228","**What command displays CPU architecture details and hardware specifications in Linux?** answer: lscpu","0"
"cards","8849","What command displays total physical and swap memory statistics in megabytes or gigabytes?",".","70","0","1786479228","**What command displays total physical and swap memory statistics in megabytes or gigabytes?** answer: free -h","0"
"cards","8850","What command displays block device storage layout and partition sizes?",".","70","0","1786479228","**What command displays block device storage layout and partition sizes?** answer: lsblk","0"
"cards","8851","What command prints system hardware details probed from the kernel device tree?",".","70","0","1786479228","**What command prints system hardware details probed from the kernel device tree?** answer: lshw","0"
"cards","8852","What command lists PCI hardware devices connected to the motherboard?",".","70","0","1786479228","**What command lists PCI hardware devices connected to the motherboard?** answer: lspci","0"
"cards","8853","What command lists USB hardware controllers and connected USB devices?",".","70","0","1786479228","**What command lists USB hardware controllers and connected USB devices?** answer: lsusb","0"
"cards","8854","What command displays or sets the system date and time?",".","70","0","1786479228","**What command displays or sets the system date and time?** answer: date","0"
"cards","8855","What command displays a calendar of the current month or specified year?",".","70","0","1786479228","**What command displays a calendar of the current month or specified year?** answer: cal","0"
"cards","8856","What command displays the command history of previously executed shell commands?",".","70","0","1786479228","**What command displays the command history of previously executed shell commands?** answer: history","0"
"cards","8857","What shortcut executes a specific command from history by its entry number (e.g., command 42)?",".","70","0","1786479228","**What shortcut executes a specific command from history by its entry number (e.g., command 42)?** answer: !42","0"
"cards","8858","What shortcut re-executes the very last command run in the shell session?",".","70","0","1786479228","**What shortcut re-executes the very last command run in the shell session?** answer: !!","0"
"cards","8859","What shortcut searches interactively through previous shell history entries?",".","70","0","1786479228","**What shortcut searches interactively through previous shell history entries?** answer: Ctrl + R","0"
"cards","8860","What command clears the terminal screen buffer?",".","70","0","1786479228","**What command clears the terminal screen buffer?** answer: clear","0"
"cards","8861","What low-level tool manages individual .rpm package files on Red Hat-based systems?",".","70","0","1786479228","**What low-level tool manages individual .rpm package files on Red Hat-based systems?** answer: rpm","0"
"cards","8862","What command installs an RPM package file while showing hash marks for progress?",".","70","0","1786479228","**What command installs an RPM package file while showing hash marks for progress?** answer: rpm -ivh","0"
"cards","8863","What command upgrades an installed RPM package or installs it if missing?",".","70","0","1786479228","**What command upgrades an installed RPM package or installs it if missing?** answer: rpm -Uvh","0"
"cards","8864","What command uninstalls or removes an installed RPM package by name?",".","70","0","1786479228","**What command uninstalls or removes an installed RPM package by name?** answer: rpm -e","0"
"cards","8865","What command queries whether a specific package is installed in the RPM database?",".","70","0","1786479228","**What command queries whether a specific package is installed in the RPM database?** answer: rpm -q","0"
"cards","8866","What command lists all files installed by a specific RPM package?",".","70","0","1786479228","**What command lists all files installed by a specific RPM package?** answer: rpm -ql","0"
"cards","8867","What command queries which package owns a specific file path on the system?",".","70","0","1786479228","**What command queries which package owns a specific file path on the system?** answer: rpm -qf","0"
"cards","8868","What command verifies the cryptographic integrity and file checksums of an installed RPM package?",".","70","0","1786479228","**What command verifies the cryptographic integrity and file checksums of an installed RPM package?** answer: rpm -V","0"
"cards","8869","What command rebuilds a corrupted RPM database index?",".","70","0","1786479228","**What command rebuilds a corrupted RPM database index?** answer: rpm --rebuilddb","0"
"cards","8870","What interactive high-level package manager resolves dependencies for RPM systems?",".","70","0","1786479228","**What interactive high-level package manager resolves dependencies for RPM systems?** answer: yum","0"
"cards","8871","What command installs a package and its dependencies using yum?",".","70","0","1786479228","**What command installs a package and its dependencies using yum?** answer: yum install","0"
"cards","8872","What command updates all packages on a yum-managed system?",".","70","0","1786479228","**What command updates all packages on a yum-managed system?** answer: yum update","0"
"cards","8873","What command removes a package and its unused dependencies using yum?",".","70","0","1786479228","**What command removes a package and its unused dependencies using yum?** answer: yum remove","0"
"cards","8874","What command searches for a package name or description using yum?",".","70","0","1786479228","**What command searches for a package name or description using yum?** answer: yum search","0"
"cards","8875","What modern successor to yum serves as the default high-level package manager for modern RPM distributions?",".","70","0","1786479228","**What modern successor to yum serves as the default high-level package manager for modern RPM distributions?** answer: dnf","0"
"cards","8876","What command installs a package using dnf?",".","70","0","1786479228","**What command installs a package using dnf?** answer: dnf install","0"
"cards","8877","What command updates all system packages using dnf?",".","70","0","1786479228","**What command updates all system packages using dnf?** answer: dnf upgrade","0"
"cards","8878","What package management tool is primarily used on openSUSE and SUSE Linux Enterprise distributions?",".","70","0","1786479228","**What package management tool is primarily used on openSUSE and SUSE Linux Enterprise distributions?** answer: zypper","0"
"cards","8879","What command installs a package using zypper?",".","70","0","1786479228","**What command installs a package using zypper?** answer: zypper install","0"
"cards","8880","What command refreshes software repositories using zypper?",".","70","0","1786479228","**What command refreshes software repositories using zypper?** answer: zypper refresh","0"
"cards","8881","What command updates all installed packages using zypper?",".","70","0","1786479228","**What command updates all installed packages using zypper?** answer: zypper update","0"
"cards","8882","What virtualization type runs guest operating systems on top of a hypervisor directly on hardware?",".","70","0","1786479228","**What virtualization type runs guest operating systems on top of a hypervisor directly on hardware?** answer: Type 1 (Bare-Metal) Virtualization","0"
"cards","8883","What virtualization type runs guest operating systems on top of a host operating system?",".","70","0","1786479228","**What virtualization type runs guest operating systems on top of a host operating system?** answer: Type 2 (Hosted) Virtualization","0"
"cards","8884","What lightweight virtualization technology shares the host kernel using cgroups and namespaces?",".","70","0","1786479228","**What lightweight virtualization technology shares the host kernel using cgroups and namespaces?** answer: Containers (such as Docker or Podman)","0"
"cards","8885","What command manages virtual machines and hypervisors via the libvirt API?",".","70","0","1786479228","**What command manages virtual machines and hypervisors via the libvirt API?** answer: virsh","0"
"cards","8886","What command lists all active and inactive virtual machines via libvirt?",".","70","0","1786479228","**What command lists all active and inactive virtual machines via libvirt?** answer: virsh list --all","0"
"cards","8887","What command starts a stopped virtual machine using virsh?",".","70","0","1786479228","**What command starts a stopped virtual machine using virsh?** answer: virsh start","0"
"cards","8888","What command gracefully shuts down a virtual machine via ACPI signals?",".","70","0","1786479228","**What command gracefully shuts down a virtual machine via ACPI signals?** answer: virsh shutdown","0"
"cards","8889","What command forces an immediate power off of a virtual machine?",".","70","0","1786479228","**What command forces an immediate power off of a virtual machine?** answer: virsh destroy","0"
"cards","8890","What command displays CPU architecture details and hardware specifications in Linux?",".","70","0","1786479228","**What command displays CPU architecture details and hardware specifications in Linux?** answer: lscpu","0"
"cards","8891","What command displays total physical and swap memory statistics in megabytes or gigabytes?",".","70","0","1786479228","**What command displays total physical and swap memory statistics in megabytes or gigabytes?** answer: free -h","0"
"cards","8892","What command displays block device storage layout and partition sizes?",".","70","0","1786479228","**What command displays block device storage layout and partition sizes?** answer: lsblk","0"
"cards","8893","What command prints system hardware details probed from the kernel device tree?",".","70","0","1786479228","**What command prints system hardware details probed from the kernel device tree?** answer: lshw","0"
"cards","8894","What command lists PCI hardware devices connected to the motherboard?",".","70","0","1786479228","**What command lists PCI hardware devices connected to the motherboard?** answer: lspci","0"
"cards","8895","What command lists USB hardware controllers and connected USB devices?",".","70","0","1786479228","**What command lists USB hardware controllers and connected USB devices?** answer: lsusb","0"
"cards","8896","What command displays or sets the system date and time?",".","70","0","1786479228","**What command displays or sets the system date and time?** answer: date","0"
"cards","8897","What command displays a calendar of the current month or specified year?",".","70","0","1786479228","**What command displays a calendar of the current month or specified year?** answer: cal","0"
"cards","8898","What command displays the command history of previously executed shell commands?",".","70","0","1786479228","**What command displays the command history of previously executed shell commands?** answer: history","0"
"cards","8899","What shortcut executes a specific command from history by its entry number (e.g., command 42)?",".","70","0","1786479228","**What shortcut executes a specific command from history by its entry number (e.g., command 42)?** answer: !42","0"
"cards","8900","What shortcut re-executes the very last command run in the shell session?",".","70","0","1786479228","**What shortcut re-executes the very last command run in the shell session?** answer: !!","0"
"cards","8901","What shortcut searches interactively through previous shell history entries?",".","70","0","1786479228","**What shortcut searches interactively through previous shell history entries?** answer: Ctrl + R","0"
"cards","8902","What command clears the terminal screen buffer?",".","70","0","1786479228","**What command clears the terminal screen buffer?** answer: clear","0"
"cards","8903","What command searches for lines matching patterns using basic or extended regular expressions?",".","70","0","1786479228","**What command searches for lines matching patterns using basic or extended regular expressions?** answer: grep","0"
"cards","8904","What command searches for fixed, literal text strings without interpreting regular expression metacharacters?",".","70","0","1786479228","**What command searches for fixed, literal text strings without interpreting regular expression metacharacters?** answer: fgrep","0"
"cards","8905","What command searches files using Perl-compatible regular expressions (PCRE)?",".","70","0","1786479228","**What command searches files using Perl-compatible regular expressions (PCRE)?** answer: grep -P","0"
"cards","8906","What option in grep makes the search case-insensitive?",".","70","0","1786479228","**What option in grep makes the search case-insensitive?** answer: -i","0"
"cards","8907","What option in grep prints only the names of files that contain matching patterns?",".","70","0","1786479228","**What option in grep prints only the names of files that contain matching patterns?** answer: -l","0"
"cards","8908","What option in grep prints line numbers alongside matching lines?",".","70","0","1786479228","**What option in grep prints line numbers alongside matching lines?** answer: -n","0"
"cards","8909","What option in grep counts the number of matching lines rather than printing their text?",".","70","0","1786479228","**What option in grep counts the number of matching lines rather than printing their text?** answer: -c","0"
"cards","8910","What option in grep inverts the matching criteria to show non-matching lines?",".","70","0","1786479228","**What option in grep inverts the matching criteria to show non-matching lines?** answer: -v","0"
"cards","8911","What option in grep searches directories recursively for patterns?",".","70","0","1786479228","**What option in grep searches directories recursively for patterns?** answer: -r","0"
"cards","8912","What regular expression metacharacter matches any single arbitrary character except newline?",".","70","0","1786479228","**What regular expression metacharacter matches any single arbitrary character except newline?** answer: .","0"
"cards","8913","What regular expression metacharacter matches zero or more occurrences of the preceding element?",".","70","0","1786479228","**What regular expression metacharacter matches zero or more occurrences of the preceding element?** answer: *","0"
"cards","8914","What regular expression metacharacter anchors a pattern to the beginning of a line?",".","70","0","1786479228","**What regular expression metacharacter anchors a pattern to the beginning of a line?** answer: ^","0"
"cards","8915","What regular expression metacharacter anchors a pattern to the end of a line?",".","70","0","1786479228","**What regular expression metacharacter anchors a pattern to the end of a line?** answer: $","0"
"cards","8916","What bracket expression matches any single character contained within the character class set?",".","70","0","1786479228","**What bracket expression matches any single character contained within the character class set?** answer: [...]","0"
"cards","8917","What bracket expression matches any single character not listed inside the character class set?",".","70","0","1786479228","**What bracket expression matches any single character not listed inside the character class set?** answer: [^...]","0"
"cards","8918","What character escapes special regex metacharacters so they are treated as literal characters?",".","70","0","1786479228","**What character escapes special regex metacharacters so they are treated as literal characters?** answer: \","0"
"cards","8919","What extended regular expression metacharacter matches one or more occurrences of the preceding element?",".","70","0","1786479228","**What extended regular expression metacharacter matches one or more occurrences of the preceding element?** answer: +","0"
